symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AL,AL2611,3.0,0.1123479598527424,AL2611,3.0,False,0.0,24240.0,5.0,0.11,39996.0,0.4779564931871583,0.05191944470920074,-0.009282786478785427,True
C,C2611,-28.0,-0.20221138261979665,C2611,-28.0,False,0.0,2180.0,10.0,0.07,42728.00000000001,-0.45704792619395657,-0.4176649958656104,-0.5903789690160863,True
CF,CF2701,0.0,0.008997621859635728,CF2701,1.0,False,-1.0,15790.0,5.0,0.07,0.0,-0.24117009781592197,0.154437804676293,0.1375876772394335,True
CU,CU2610,1.0,0.22596101226681917,CU2610,1.0,False,0.0,111320.0,5.0,0.11,61226.0,0.7791703209393515,0.28537531174406505,0.6356701194142629,True
I,I2701,-4.0,-0.08402693490011086,I2701,-2.0,False,-2.0,708.0,100.0,0.08,22656.0,-0.17297338485614705,0.18726264941202284,-0.778756302915541,True
J,J2701,1.0,0.040378901328337914,J2701,1.0,False,0.0,1984.0,100.0,0.12,23808.0,-0.08368311651243467,0.3184544549300062,0.36108620898454924,True
JD,JD2611,6.0,0.07945593481235486,JD2611,6.0,False,0.0,3885.0,10.0,0.07,16317.000000000002,0.20270429095230313,0.7218937683216041,,True
MA,MA2701,10.0,0.094528419311078,MA2701,10.0,False,0.0,2944.0,10.0,0.07,20608.000000000004,0.6456219095575843,0.9563234700982366,0.27168679628650294,True
NI,NI2611,-2.0,-0.08604954596061197,NI2611,-2.0,False,0.0,124930.0,1.0,0.12,29983.199999999997,-0.2659137901415747,-0.1348867806943227,-0.49459388398246523,True
P,P2701,-1.0,-0.017203735461071484,P2701,-5.0,False,4.0,9828.0,10.0,0.08,7862.400000000001,-0.1013566355915911,-0.546109581713032,0.5319606458196274,True
RB,RB2701,-8.0,-0.08267690513519174,RB2701,-8.0,False,0.0,3114.0,10.0,0.07,17438.4,-0.1501400340608542,-0.04954612986973746,-0.3892302904454822,True
RU,RU2701,0.0,0.0025812687682241595,,0.0,False,0.0,18965.0,10.0,0.09,0.0,0.3431554489083503,-0.043229922341898,-0.27748102457292434,True
SC,SC2611,0.0,0.05996943176024637,,0.0,False,0.0,724.0,1000.0,0.16,0.0,0.4476602104022647,0.9996398923774019,0.3483148643133998,True
SN,SN2610,1.0,0.07123079886529193,SN2610,1.0,False,0.0,410400.0,1.0,0.14,57456.00000000001,0.39022369914729427,-0.033319776879143226,0.5781990683940903,True
TA,TA2701,10.0,0.10507755174680738,TA2701,10.0,False,0.0,6274.0,5.0,0.07,21959.000000000004,0.4077758843678847,0.8185960842969622,0.6388629555820502,True
V,V2701,-12.0,-0.09769583378047321,V2701,-12.0,False,0.0,4757.0,5.0,0.07,19979.4,-0.23197575861417252,-0.6443111775139189,-0.6861640540497074,True
Y,Y2701,2.0,0.06190090152650309,Y2701,2.0,False,0.0,8945.0,10.0,0.07,12523.000000000002,0.3939086163378578,0.2760678749782611,-0.27748102457292434,True
