symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AG,AG2612,-0.0,-0.039030154866376954,,0.0,False,-0.0,16140.0,15.0,0.22,0.0,0.11347561489473934,-0.0617986336808155,-0.7338253632994927,True
AL,AL2611,3.0,0.10263553262817388,AL2611,3.0,False,0.0,24220.0,5.0,0.11,39963.0,0.37140050667863345,0.0519622760935494,0.012655859817208454,True
AU,AU2612,-0.0,-0.06961005369807749,,0.0,False,-0.0,942.9,1000.0,0.16,0.0,-0.061919204681876935,-0.06841276997536312,-0.6694735337204667,True
CU,CU2610,1.0,0.21084211408948744,CU2610,1.0,False,0.0,110180.0,5.0,0.11,60599.0,0.6494509254281233,0.23957492139642717,0.5068779109841278,True
MA,MA2701,10.0,0.09649890787380509,MA2701,10.0,False,0.0,2942.0,10.0,0.07,20594.000000000004,0.6731043551551461,0.9779332037591165,0.2468965194848629,True
NI,NI2611,-3.0,-0.10693293201412415,NI2610,-3.0,True,-3.0,123890.0,1.0,0.12,44600.4,-0.2946202689191638,-0.15085923959689707,-0.39919584948855774,True
RU,RU2701,0.0,0.00037503045907570474,,0.0,False,0.0,18800.0,10.0,0.09,0.0,0.23312436863870534,-0.03174944517224151,-0.19841814120199674,True
SA,SA2701,-9.0,-0.06326229775861489,SA2701,-9.0,False,0.0,1018.0,20.0,0.08,14659.2,-0.5491519067091176,-0.6821583800331743,0.527470496449416,True
SC,SC2611,0.0,0.05958830676586724,,0.0,False,0.0,722.5,1000.0,0.16,0.0,0.44198511292385484,0.9994037685929792,0.3086742758807279,True
SN,SN2610,0.0,0.060842697058851376,,0.0,False,0.0,409000.0,1.0,0.14,0.0,0.28927159979171546,-0.04733506149721969,0.46054459368722916,True
TA,TA2701,10.0,0.1076127895461506,TA2701,10.0,False,0.0,6282.0,5.0,0.07,21987.000000000004,0.4069018944586919,0.8069560043247908,0.5429149355483823,True
V,V2701,-12.0,-0.0979049469213892,V2701,-12.0,False,0.0,4755.0,5.0,0.07,19971.000000000004,-0.2095219721201924,-0.6525397010873049,-0.6051217041414408,True
