symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AG,AG2612,-0.0,-0.039030154866376954,,0.0,False,-0.0,15661.0,15.0,0.22,0.0,0.0585083846765779,-0.056219068105377995,-0.7293015147603171,True
AL,AL2611,3.0,0.10263553262817388,AL2611,3.0,False,0.0,24200.0,5.0,0.11,39930.0,0.42501219796945056,0.03901122417669812,0.08227796179516869,True
AU,AU2612,-0.0,-0.06961005369807749,,0.0,False,-0.0,927.66,1000.0,0.16,0.0,-0.1486565535146931,-0.07392834946970929,-0.7293015147603171,True
CU,CU2611,1.0,0.21084211408948744,CU2610,1.0,True,1.0,110130.0,5.0,0.11,60571.5,0.6322361648121311,0.286892476984956,0.5681917885226571,True
MA,MA2701,10.0,0.09649890787380509,MA2701,10.0,False,0.0,2960.0,10.0,0.07,20720.000000000004,0.6996712029008404,0.9435261103173053,0.25286473075269117,True
NI,NI2611,-2.0,-0.08030497574559498,NI2611,-3.0,False,1.0,125320.0,1.0,0.12,30076.8,-0.2373642414806374,-0.13937889985479787,-0.34677360861314555,True
RU,RU2701,0.0,0.013490449936102735,,0.0,False,0.0,19600.0,10.0,0.09,0.0,0.5440674718238034,-0.015247560710593995,-0.40880516096133546,True
SA,SA2701,-9.0,-0.06326229775861489,SA2701,-9.0,False,0.0,1004.0,20.0,0.08,14457.6,-0.6199160882183973,-0.6950256722740497,0.3769278354490712,True
SC,SC2611,0.0,0.05958830676586724,,0.0,False,0.0,743.5,1000.0,0.16,0.0,0.5396526688058246,0.999449966029796,0.31489628310088125,True
SN,SN2611,0.0,0.060842697058851376,,0.0,False,0.0,412790.0,1.0,0.14,0.0,0.3489237439112704,-0.07721583678667725,0.5320067163195462,True
TA,TA2701,10.0,0.1076127895461506,TA2701,10.0,False,0.0,6340.0,5.0,0.07,22190.000000000004,0.4980990611087325,0.8539658180730567,0.5320067163195462,True
V,V2701,-12.0,-0.0979049469213892,V2701,-12.0,False,0.0,4798.0,5.0,0.07,20151.600000000002,-0.04794165041345032,-0.6155424219759948,-0.4449902331644463,True
