symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AG,AG2612,-0.0,-0.039030154866376954,,0.0,False,-0.0,15949.0,15.0,0.22,0.0,0.19184843583930383,-0.07167970127491292,-0.765355304489049,True
AL,AL2611,3.0,0.10263553262817388,AL2611,3.0,False,0.0,24240.0,5.0,0.11,39996.0,0.4779564931871583,0.05191944470920074,0.01662370339898019,True
AU,AU2612,-0.0,-0.06961005369807749,,0.0,False,-0.0,935.78,1000.0,0.16,0.0,-0.027345535437403506,-0.07453581896054988,-0.6908811132616176,True
CU,CU2610,1.0,0.21084211408948744,CU2610,1.0,False,0.0,111320.0,5.0,0.11,61226.0,0.7791703209393515,0.28537531174406505,0.5539017972540207,True
MA,MA2701,10.0,0.09649890787380509,MA2701,10.0,False,0.0,2944.0,10.0,0.07,20608.000000000004,0.6456219095575843,0.9563234700982366,0.25068544725662156,True
NI,NI2611,-3.0,-0.10693293201412415,NI2611,-3.0,False,0.0,124930.0,1.0,0.12,44974.799999999996,-0.2659137901415747,-0.1348867806943227,-0.3876647632642185,True
RU,RU2701,0.0,0.011689882377044976,,0.0,False,0.0,18965.0,10.0,0.09,0.0,0.3431554489083503,-0.043229922341898,-0.2067988702833139,True
SA,SA2701,-9.0,-0.06326229775861489,SA2701,-9.0,False,0.0,1017.0,20.0,0.08,14644.800000000001,-0.6094279663645796,-0.6753651127557563,0.39963382971148437,True
SC,SC2611,0.0,0.05958830676586724,,0.0,False,0.0,724.0,1000.0,0.16,0.0,0.4476602104022647,0.9996398923774019,0.31452046830870567,True
SN,SN2610,0.0,0.060842697058851376,,0.0,False,0.0,410400.0,1.0,0.14,0.0,0.39022369914729427,-0.033319776879143226,0.5060255314649577,True
TA,TA2701,10.0,0.1076127895461506,TA2701,10.0,False,0.0,6274.0,5.0,0.07,21959.000000000004,0.4077758843678847,0.8185960842969622,0.5565615897978574,True
V,V2701,-12.0,-0.0979049469213892,V2701,-12.0,False,0.0,4757.0,5.0,0.07,19979.4,-0.23197575861417252,-0.6443111775139189,-0.5472523158944286,True
