symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AG,AG2612,-0.0,-0.02072574505467993,,0.0,False,-0.0,15661.0,15.0,0.22,0.0,0.0585083846765779,-0.056219068105377995,-0.574942943993465,True
AL,AL2611,4.0,0.15310865600475293,AL2611,4.0,False,0.0,24200.0,5.0,0.11,53240.0,0.42501219796945056,0.03901122417669812,0.25331449025764746,True
AU,AU2612,-0.0,-0.04555553415004601,,0.0,False,-0.0,927.66,1000.0,0.16,0.0,-0.1486565535146931,-0.07392834946970929,-0.574942943993465,True
C,C2611,-27.0,-0.19723344254890834,C2611,-27.0,False,0.0,2181.0,10.0,0.07,41220.9,-0.44473502338793325,-0.40680458813823955,-0.2742380156347809,True
CF,CF2701,1.0,0.028905837330444387,CF2701,1.0,False,0.0,15835.0,5.0,0.07,5542.250000000001,-0.28751904728509015,0.15878380806052858,0.3324473661415117,True
CU,CU2611,1.0,0.2034784449302498,CU2610,1.0,True,1.0,110130.0,5.0,0.11,60571.5,0.6322361648121311,0.286892476984956,0.74921384579653,True
I,I2701,-2.0,-0.036594998765595035,I2701,-2.0,False,0.0,713.5,100.0,0.08,11416.0,-0.18242418953137124,0.1960351551913211,-0.42986600487304727,True
J,J2701,1.0,0.03869721266477579,J2701,1.0,False,0.0,1974.5,100.0,0.12,23694.0,-0.06476663513226236,0.3164108472925883,0.5830348064404152,True
JD,JD2611,5.0,0.0693999643932405,JD2611,5.0,False,0.0,3865.0,10.0,0.07,13527.500000000002,0.18166402254020655,0.6376468385848868,,True
M,M2701,8.0,0.08929965226021205,M2701,8.0,False,0.0,3426.0,10.0,0.07,19185.600000000002,0.5723478670973223,0.9590954521018652,-0.574942943993465,True
MA,MA2701,9.0,0.08924108517793547,MA2701,9.0,False,0.0,2960.0,10.0,0.07,18648.0,0.6996712029008404,0.9435261103173053,0.42740681720214874,True
NI,NI2611,-1.0,-0.055493390972496906,NI2611,-1.0,False,0.0,125320.0,1.0,0.12,15038.4,-0.2373642414806374,-0.13937889985479787,-0.1845540896330681,True
P,P2701,-4.0,-0.1373204751247455,P2701,-1.0,False,-3.0,9806.0,10.0,0.08,31379.2,-0.031221597508596103,-0.5825525115447886,-0.5108739167718302,True
RB,RB2701,-7.0,-0.07667690496063369,RB2701,-7.0,False,0.0,3118.0,10.0,0.07,15278.2,-0.139687169405063,-0.059339047140927116,-0.24258486528123516,True
RU,RU2701,0.0,0.029207175802869922,,0.0,False,0.0,19600.0,10.0,0.09,0.0,0.5440674718238034,-0.015247560710593995,-0.24786039034015941,True
SA,SA2701,-6.0,-0.04405913359912986,SA2701,-6.0,False,0.0,1004.0,20.0,0.08,9638.4,-0.6199160882183973,-0.6950256722740497,0.5540194186163315,True
SC,SC2611,0.0,0.049071591659060804,,0.0,False,0.0,743.5,1000.0,0.16,0.0,0.5396526688058246,0.999449966029796,0.4907131179092402,True
SN,SN2611,1.0,0.07881441586157306,SN2610,1.0,True,1.0,412790.0,1.0,0.14,57790.600000000006,0.3489237439112704,-0.07721583678667725,0.71228517038406,True
SR,SR2701,-11.0,-0.15104848970290766,SR2701,-11.0,False,0.0,5404.0,10.0,0.06,35666.4,-0.06381171650236137,-0.1973402197898965,-0.5353765060515329,True
TA,TA2701,11.0,0.11551437023466249,TA2701,11.0,False,0.0,6340.0,5.0,0.07,24409.000000000004,0.4980990611087325,0.8539658180730567,0.71228517038406,True
V,V2701,-8.0,-0.060572407190364844,V2701,-12.0,False,4.0,4798.0,5.0,0.07,13434.400000000001,-0.04794165041345032,-0.6155424219759948,-0.2847890657526294,True
Y,Y2701,2.0,0.07403808539101817,Y2701,2.0,False,0.0,8962.0,10.0,0.07,12546.800000000001,0.45969923113675554,0.306855007511874,-0.3797485168132665,True
