symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AG,AG2612,0.0,0.003217328963252326,,0.0,False,0.0,16140.0,15.0,0.22,0.0,0.11347561489473934,-0.0617986336808155,,True
AL,AL2611,3.0,0.1193632854379387,AL2611,4.0,False,-1.0,24220.0,5.0,0.11,39963.0,0.37140050667863345,0.0519622760935494,,True
AU,AU2612,-0.0,-0.015276967556360124,,0.0,False,-0.0,942.9,1000.0,0.16,0.0,-0.061919204681876935,-0.06841276997536312,,True
C,C2611,-24.0,-0.17972322646737188,C2611,-24.0,False,0.0,2170.0,10.0,0.07,36456.0,-0.4780029602360044,-0.39775041986244536,,True
CF,CF2701,-1.0,-0.02387880794337318,CF2701,-1.0,False,0.0,15870.0,5.0,0.07,5554.500000000001,-0.2516404763148334,0.1488876262441163,,True
CU,CU2610,1.0,0.16612244924846054,CU2610,1.0,False,0.0,110180.0,5.0,0.11,60599.0,0.6494509254281233,0.23957492139642717,,True
I,I2701,1.0,0.012614486256724879,I2701,1.0,False,0.0,715.0,100.0,0.08,5720.0,-0.09910108947312117,0.18544901728481436,,True
J,J2701,0.0,0.019490321376675758,,0.0,False,0.0,1985.0,100.0,0.12,0.0,-0.037650218154422384,0.2724852420777174,,True
JD,JD2611,6.0,0.08017068442917698,JD2611,6.0,False,0.0,3856.0,10.0,0.07,16195.2,0.1405609860071083,0.5834653250197893,,True
M,M2701,24.0,0.27629639624425256,M2701,24.0,False,0.0,3386.0,10.0,0.07,56884.8,0.48215956444165287,0.9490385031107045,,True
MA,MA2701,9.0,0.0945636623945897,MA2701,10.0,False,-1.0,2942.0,10.0,0.07,18534.600000000002,0.6731043551551461,0.9779332037591165,,True
NI,NI2611,-1.0,-0.052888497314927264,NI2610,-1.0,True,-1.0,123890.0,1.0,0.12,14866.8,-0.2946202689191638,-0.15085923959689707,,True
P,P2701,-4.0,-0.1329654987693754,P2701,-3.0,False,-1.0,9816.0,10.0,0.08,31411.2,-0.1259623541417561,-0.5599701661308137,,True
RB,RB2701,-4.0,-0.039818775507518916,RB2701,-6.0,False,2.0,3117.0,10.0,0.07,8727.6,-0.09749923378219073,-0.05935800314115052,,True
RU,RU2701,0.0,0.0288832379975471,,0.0,False,0.0,18800.0,10.0,0.09,0.0,0.23312436863870534,-0.03174944517224151,,True
SA,SA2701,-18.0,-0.1274402136770933,SA2701,-19.0,False,1.0,1018.0,20.0,0.08,29318.4,-0.5491519067091176,-0.6821583800331743,,True
SC,SC2611,0.0,0.04712178514849188,,0.0,False,0.0,722.5,1000.0,0.16,0.0,0.44198511292385484,0.9994037685929792,,True
SN,SN2610,0.0,0.023184507118485537,,0.0,False,0.0,409000.0,1.0,0.14,0.0,0.28927159979171546,-0.04733506149721969,,True
SR,SR2701,-8.0,-0.1466400334727537,SR2701,-8.0,False,0.0,5328.0,10.0,0.06,25574.399999999998,-0.2487626195101364,-0.21597673006568008,,True
TA,TA2701,9.0,0.0999449126318228,TA2701,10.0,False,-1.0,6282.0,5.0,0.07,19788.300000000003,0.4069018944586919,0.8069560043247908,,True
V,V2701,-8.0,-0.06258549709652454,V2701,-8.0,False,0.0,4755.0,5.0,0.07,13314.000000000002,-0.2095219721201924,-0.6525397010873049,,True
Y,Y2701,5.0,0.1390915628960292,Y2701,5.0,False,0.0,8895.0,10.0,0.07,31132.500000000004,0.32854885835247594,0.2696189284289043,,True
