symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AL,AL2611,4.0,0.15365038526393004,AL2611,3.0,False,1.0,24400.0,5.0,0.11,53680.0,0.4734488757888851,0.06445516860016494,0.10113364771059095,True
C,C2611,-28.0,-0.20221138261979596,C2611,-28.0,False,0.0,2185.0,10.0,0.07,42826.00000000001,-0.3906543491206123,-0.40615456898049973,-0.48569662091497146,True
CF,CF2701,1.0,0.017888078173381085,CF2701,1.0,False,0.0,15750.0,5.0,0.07,5512.500000000001,-0.2833598575514119,0.1403810013760388,0.23422917255350195,True
CU,CU2610,1.0,0.22596101226681892,CU2610,1.0,False,0.0,109620.0,5.0,0.11,60291.0,0.6384457549235829,0.22089247505894086,0.5851173744120857,True
I,I2701,-2.0,-0.048701096105712764,I2701,-2.0,False,0.0,715.5,100.0,0.08,11448.0,-0.07388600368310291,0.19549409412389726,-0.6218170440497669,True
J,J2701,1.0,0.04037890132833787,J2701,1.0,False,0.0,1952.5,100.0,0.12,23430.0,-0.02664328750363877,0.15115101862595523,0.45807164615294327,True
JD,JD2611,6.0,0.07945593481235476,JD2611,4.0,False,2.0,3861.0,10.0,0.07,16216.2,0.13720961870254791,0.5218929488504602,,True
MA,MA2701,10.0,0.09452841931107793,MA2701,9.0,False,1.0,2952.0,10.0,0.07,20664.000000000004,0.6365520582273123,0.9752652857978921,0.38547408714771914,True
NI,NI2610,-2.0,-0.0860495459606113,NI2610,-2.0,False,0.0,124090.0,1.0,0.12,29781.6,-0.29457583305567286,-0.08696944245387404,-0.4009994687422098,True
P,P2701,-5.0,-0.17279338237748934,P2701,-5.0,False,0.0,9855.0,10.0,0.08,39420.0,-0.08131207843336317,-0.5459429577020649,-0.7607801426877788,True
RB,RB2701,-12.0,-0.12655819571597954,RB2701,-12.0,False,0.0,3096.0,10.0,0.07,26006.4,-0.1543543633902872,-0.08941908572373913,-0.2558043507317614,True
RU,RU2701,0.0,0.00458421636220505,,0.0,False,0.0,18670.0,10.0,0.09,0.0,0.20318308810347152,-0.020001365836640094,-0.14690801222392513,True
SC,SC2611,0.0,0.0599694317602464,,0.0,False,0.0,728.0,1000.0,0.16,0.0,0.4187939903150868,0.9977954025523472,0.45807164615294327,True
SN,SN2610,1.0,0.07123079886529185,,0.0,False,1.0,407490.0,1.0,0.14,57048.600000000006,0.25797594153386477,-0.053084323338898544,0.5730177812445484,True
TA,TA2701,10.0,0.10507755174680719,TA2701,10.0,False,0.0,6238.0,5.0,0.07,21833.000000000004,0.3252793774886586,0.7685461069678607,0.7333373907144184,True
V,V2701,-12.0,-0.09769583378047297,V2701,-12.0,False,0.0,4703.0,5.0,0.07,19752.600000000002,-0.24178463520010868,-0.660372048476374,-0.6429913320929572,True
Y,Y2701,2.0,0.061900901526503016,Y2701,4.0,False,-2.0,8875.0,10.0,0.07,12425.000000000002,0.29225464943297963,0.2445390220039669,-0.21345577464538057,True
