symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AG,AG2612,-0.0,-0.02072574505467993,,0.0,False,-0.0,16165.0,15.0,0.22,0.0,0.17390221183496285,-0.06170350198342153,-0.6824667074641995,True
AL,AL2611,4.0,0.15310865600475293,AL2611,4.0,False,0.0,24205.0,5.0,0.11,53251.0,0.4543612481840762,0.06497351005006932,0.1387454947322703,True
AU,AU2612,-0.0,-0.04555553415004601,,0.0,False,-0.0,939.5,1000.0,0.16,0.0,-0.05928225306829878,-0.07362245852001573,-0.6036085820877173,True
C,C2611,-27.0,-0.19723344254890834,C2611,-27.0,False,0.0,2184.0,10.0,0.07,41277.600000000006,-0.42206218974265897,-0.4380017177839371,-0.37519194306618264,True
CF,CF2701,1.0,0.028905837330444387,CF2701,1.0,False,0.0,15820.0,5.0,0.07,5537.000000000001,-0.22325474740397694,0.1541466604288385,0.24751532283776298,True
CU,CU2610,1.0,0.2034784449302498,CU2610,1.0,False,0.0,110990.0,5.0,0.11,61044.5,0.7223095340864173,0.3285161764499807,0.6825946352597337,True
I,I2701,-2.0,-0.036594998765595035,I2701,-2.0,False,0.0,712.0,100.0,0.08,11392.0,-0.1748445811029427,0.18622202085970307,-0.5356274395217844,True
J,J2701,1.0,0.03869721266477579,J2701,1.0,False,0.0,1968.5,100.0,0.12,23622.0,-0.08875366656555196,0.2890068087669583,0.51400140169622,True
JD,JD2611,5.0,0.0693999643932405,JD2611,5.0,False,0.0,3838.0,10.0,0.07,13433.000000000002,0.17475451117213642,0.6230510584173147,,True
M,M2701,8.0,0.08929965226021205,M2701,8.0,False,0.0,3404.0,10.0,0.07,19062.4,0.5431996119656932,0.9579980259303087,-0.6743089703562876,True
MA,MA2701,9.0,0.08924108517793547,MA2701,9.0,False,0.0,2833.0,10.0,0.07,17847.9,0.5302810074878574,0.8835124004198859,0.3535659052406183,True
NI,NI2611,-1.0,-0.055493390972496906,NI2611,-1.0,False,0.0,125660.0,1.0,0.12,15079.199999999999,-0.19130039456903983,-0.14877099517812967,-0.2854568348791512,True
P,P2701,-1.0,-0.019715550267860576,,0.0,False,-1.0,9718.0,10.0,0.08,7774.400000000001,-0.15631273979287266,-0.5679118774910312,0.5752008110037683,True
RB,RB2701,-7.0,-0.07667690496063369,RB2701,-5.0,False,-2.0,3113.0,10.0,0.07,15253.7,-0.1476297336444015,-0.07912219611545435,-0.20931795520530627,True
RU,RU2701,0.0,0.029207175802869922,,0.0,False,0.0,19455.0,10.0,0.09,0.0,0.5272757167670008,-0.030683397223010993,-0.21475644661058088,True
SA,SA2701,-6.0,-0.04405913359912986,SA2701,-6.0,False,0.0,1011.0,20.0,0.08,9705.6,-0.5936266968513761,-0.6850616927443043,0.5031244188856708,True
SC,SC2611,0.0,0.049071591659060804,,0.0,False,0.0,688.1,1000.0,0.16,0.0,0.3948158736323946,0.9992344779839689,0.41882780210391396,True
SN,SN2610,1.0,0.07881441586157306,SN2610,1.0,False,0.0,410680.0,1.0,0.14,57495.200000000004,0.3608113478968105,-0.03883764327406534,0.6282097212069874,True
SR,SR2701,-11.0,-0.2014564418913183,SR2701,-11.0,False,0.0,5373.0,10.0,0.06,35461.799999999996,-0.10596851675203577,-0.2089932962828468,-0.644397267627277,True
TA,TA2701,11.0,0.11551437023466249,TA2701,11.0,False,0.0,6120.0,5.0,0.07,23562.000000000004,0.33693112033615724,0.8019502330956515,0.6662791610439098,True
V,V2701,-12.0,-0.09620810999204586,V2701,-12.0,False,0.0,4770.0,5.0,0.07,20034.000000000004,-0.11433192405580249,-0.6231686739584117,-0.3942266629846438,True
Y,Y2701,2.0,0.07403808539101817,Y2701,2.0,False,0.0,8922.0,10.0,0.07,12490.800000000001,0.3914345115151898,0.30972756792746964,-0.10870586420772559,True
