symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AG,AG2612,-0.0,-0.039030154866376954,,0.0,False,-0.0,16165.0,15.0,0.22,0.0,0.17390221183496285,-0.06170350198342153,-0.7670487346786617,True
AL,AL2611,3.0,0.10263553262817388,AL2611,3.0,False,0.0,24205.0,5.0,0.11,39938.25,0.4543612481840762,0.06497351005006932,0.03705442253148288,True
AU,AU2612,-0.0,-0.06961005369807749,,0.0,False,-0.0,939.5,1000.0,0.16,0.0,-0.05928225306829878,-0.07362245852001573,-0.6898335308406014,True
CU,CU2610,1.0,0.21084211408948744,CU2610,1.0,False,0.0,110990.0,5.0,0.11,61044.5,0.7223095340864173,0.3285161764499807,0.5695730696905191,True
MA,MA2701,10.0,0.09649890787380509,MA2701,10.0,False,0.0,2833.0,10.0,0.07,19831.000000000004,0.5302810074878574,0.8835124004198859,0.24739928815930218,True
NI,NI2611,-3.0,-0.10693293201412415,NI2611,-3.0,False,0.0,125660.0,1.0,0.12,45237.6,-0.19130039456903983,-0.14877099517812967,-0.37831012225256533,True
RU,RU2701,0.0,0.023990487206049012,,0.0,False,0.0,19455.0,10.0,0.09,0.0,0.5272757167670008,-0.030683397223010993,-0.3090826981218906,True
SA,SA2701,-9.0,-0.06326229775861489,SA2701,-9.0,False,0.0,1011.0,20.0,0.08,14558.4,-0.5936266968513761,-0.6850616927443043,0.3938419161280372,True
SC,SC2611,0.0,0.05958830676586724,,0.0,False,0.0,688.1,1000.0,0.16,0.0,0.3948158736323946,0.9992344779839689,0.3113015258183866,True
SN,SN2610,0.0,0.060842697058851376,,0.0,False,0.0,410680.0,1.0,0.14,0.0,0.3608113478968105,-0.03883764327406534,0.5163212049746154,True
TA,TA2701,10.0,0.1076127895461506,TA2701,10.0,False,0.0,6120.0,5.0,0.07,21420.000000000004,0.33693112033615724,0.8019502330956515,0.553597510275748,True
V,V2701,-12.0,-0.0979049469213892,V2701,-12.0,False,0.0,4770.0,5.0,0.07,20034.000000000004,-0.11433192405580249,-0.6231686739584117,-0.48481385168437247,True
