symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AG,AG2612,-0.0,-0.03903015486637681,,0.0,False,-0.0,15832.0,15.0,0.22,0.0,-0.003914437634596951,-0.08323562961965421,-0.6935155851298583,True
AL,AL2610,1.0,0.046490115169370384,,0.0,False,1.0,24180.0,5.0,0.11,13299.0,0.1580000151624849,-0.011790078011414138,0.08064134710812304,True
AU,AU2612,-0.0,-0.06961005369807777,,0.0,False,-0.0,940.52,1000.0,0.16,0.0,-0.1116012730491026,-0.06920499625292036,-0.7081776482404261,True
CU,CU2610,1.0,0.12315210817105805,,0.0,False,1.0,107740.0,5.0,0.11,59257.0,0.41325542253896586,0.1837619364180977,0.3504233083425711,True
MA,MA2701,9.0,0.09649890787380509,,0.0,False,9.0,3052.0,10.0,0.07,19227.600000000002,0.7799334335775416,0.980309773948526,0.18620820150421144,True
NI,NI2610,-3.0,-0.10693293201412736,,0.0,False,-3.0,122040.0,1.0,0.12,43934.4,-0.4642869103913331,-0.09304041940762521,-0.4002743229185017,True
RU,RU2701,0.0,0.009067579769939705,,0.0,False,0.0,18875.0,10.0,0.09,0.0,0.27171579492103004,-0.019784476732035233,-0.1480868374167351,True
SA,SA2701,-9.0,-0.06326229775861479,,0.0,False,-9.0,1011.0,20.0,0.08,14558.4,-0.5993840042711908,-0.7409295827878543,0.526368065669385,True
SC,SC2610,0.0,0.05958830676586727,,0.0,False,0.0,892.8,1000.0,0.16,0.0,0.6704212586322561,0.9998750111636724,0.4442605122502052,True
SN,SN2610,0.0,0.03698715213402744,,0.0,False,0.0,398430.0,1.0,0.14,0.0,0.056568999289576954,-0.04430985325572094,0.4501253374944323,True
TA,TA2701,10.0,0.10761278954615078,,0.0,False,10.0,6556.0,5.0,0.07,22946.000000000004,0.443721556654863,0.9556446862999082,0.5644894297568613,True
V,V2701,-12.0,-0.09790494692138901,,0.0,False,-12.0,4887.0,5.0,0.07,20525.4,-0.15456369702938166,-0.6361055404918355,-0.6524618084202684,True
