symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AG,AG2612,-0.0,-0.020735901055767687,,0.0,False,-0.0,16140.0,15.0,0.22,0.0,0.11347561489473934,-0.0617986336808155,-0.5990841974667829,True
AL,AL2611,4.0,0.15318368209779934,AL2611,4.0,False,0.0,24220.0,5.0,0.11,53284.0,0.37140050667863345,0.0519622760935494,0.1778092693775935,True
AU,AU2612,-0.0,-0.043968405438826984,,0.0,False,-0.0,942.9,1000.0,0.16,0.0,-0.061919204681876935,-0.06841276997536312,-0.5321106227388194,True
C,C2611,-27.0,-0.1973901667718546,C2611,-27.0,False,0.0,2170.0,10.0,0.07,41013.00000000001,-0.4780029602360044,-0.39775041986244536,-0.3204741265984547,True
CF,CF2701,1.0,0.0289200017290991,CF2701,1.0,False,0.0,15870.0,5.0,0.07,5554.500000000001,-0.2516404763148334,0.1488876262441163,0.30104064687704635,True
CU,CU2610,1.0,0.20357815315799235,CU2610,1.0,False,0.0,110180.0,5.0,0.11,60599.0,0.6494509254281233,0.23957492139642717,0.692166323288353,True
I,I2701,-2.0,-0.03674336655210539,I2701,-2.0,False,0.0,715.0,100.0,0.08,11440.0,-0.09910108947312117,0.18544901728481436,-0.4651370480108559,True
J,J2701,1.0,0.03871617501970584,J2701,1.0,False,0.0,1985.0,100.0,0.12,23820.0,-0.037650218154422384,0.2724852420777174,0.4912455991044626,True
JD,JD2611,7.0,0.08503890070115724,JD2611,7.0,False,0.0,3856.0,10.0,0.07,18894.4,0.1405609860071083,0.5834653250197893,,True
M,M2701,8.0,0.08934341075299955,M2701,8.0,False,0.0,3386.0,10.0,0.07,18961.600000000002,0.48215956444165287,0.9490385031107045,-0.6017631404559014,True
MA,MA2701,9.0,0.0897282479176107,MA2701,9.0,False,0.0,2942.0,10.0,0.07,18534.600000000002,0.6731043551551461,0.9779332037591165,0.4215930813873805,True
NI,NI2611,-1.0,-0.054984843852992286,NI2610,-1.0,True,-1.0,123890.0,1.0,0.12,14866.8,-0.2946202689191638,-0.15085923959689707,-0.2508216088813728,True
P,P2701,-4.0,-0.13588800145915683,P2701,-4.0,False,0.0,9816.0,10.0,0.08,31411.2,-0.1259623541417561,-0.5599701661308137,-0.5664850116955813,True
RB,RB2701,-5.0,-0.05184929087145604,RB2701,-8.0,False,3.0,3117.0,10.0,0.07,10909.500000000002,-0.09749923378219073,-0.05935800314115052,-0.13294811736015702,True
RU,RU2701,0.0,0.016508969028559358,,0.0,False,0.0,18800.0,10.0,0.09,0.0,0.23312436863870534,-0.03174944517224151,-0.04186405573012673,True
SA,SA2701,-5.0,-0.03386380014452248,SA2701,-7.0,False,2.0,1018.0,20.0,0.08,8144.0,-0.5491519067091176,-0.6821583800331743,0.7135978672013013,True
SC,SC2611,0.0,0.06441147921159836,,0.0,False,0.0,722.5,1000.0,0.16,0.0,0.44198511292385484,0.9994037685929792,0.4858877131262255,True
SN,SN2610,0.0,0.05319696828697776,,0.0,False,0.0,409000.0,1.0,0.14,0.0,0.28927159979171546,-0.04733506149721969,0.6439453494842193,True
SR,SR2701,-11.0,-0.20161652176370157,SR2701,-11.0,False,0.0,5328.0,10.0,0.06,35164.799999999996,-0.2487626195101364,-0.21597673006568008,-0.5776526535538344,True
TA,TA2701,11.0,0.11917831168814329,TA2701,8.0,False,3.0,6282.0,5.0,0.07,24185.7,0.4069018944586919,0.8069560043247908,0.7296715251360126,True
V,V2701,-12.0,-0.09625525375778997,V2701,-12.0,False,0.0,4755.0,5.0,0.07,19971.000000000004,-0.2095219721201924,-0.6525397010873049,-0.4651370480108559,True
Y,Y2701,2.0,0.07407436543179752,Y2701,2.0,False,0.0,8895.0,10.0,0.07,12453.000000000002,0.32854885835247594,0.2696189284289043,-0.10347974447985306,True
