symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AG,AG2612,0.0,0.00754371215654039,,0.0,False,0.0,15949.0,15.0,0.22,0.0,0.19184843583930383,-0.07167970127491292,,True
AL,AL2611,3.0,0.1193632854379387,AL2611,3.0,False,0.0,24240.0,5.0,0.11,39996.0,0.4779564931871583,0.05191944470920074,,True
AU,AU2612,-0.0,-0.015276967556360124,,0.0,False,-0.0,935.78,1000.0,0.16,0.0,-0.027345535437403506,-0.07453581896054988,,True
C,C2611,-24.0,-0.17972322646737188,C2611,-24.0,False,0.0,2180.0,10.0,0.07,36624.0,-0.45704792619395657,-0.4176649958656104,,True
CF,CF2701,-1.0,-0.02387880794337318,CF2701,-1.0,False,0.0,15790.0,5.0,0.07,5526.500000000001,-0.24117009781592197,0.154437804676293,,True
CU,CU2610,1.0,0.16612244924846054,CU2610,1.0,False,0.0,111320.0,5.0,0.11,61226.0,0.7791703209393515,0.28537531174406505,,True
I,I2701,0.0,0.0020409690388542264,I2701,1.0,False,-1.0,708.0,100.0,0.08,0.0,-0.17297338485614705,0.18726264941202284,,True
J,J2701,0.0,0.019490321376675758,,0.0,False,0.0,1984.0,100.0,0.12,0.0,-0.08368311651243467,0.3184544549300062,,True
JD,JD2611,6.0,0.08017068442917698,JD2611,6.0,False,0.0,3885.0,10.0,0.07,16317.000000000002,0.20270429095230313,0.7218937683216041,,True
M,M2701,24.0,0.27629639624425256,M2701,24.0,False,0.0,3416.0,10.0,0.07,57388.8,0.5704249379245646,0.9573663071437121,,True
MA,MA2701,10.0,0.0945636623945897,MA2701,9.0,False,1.0,2944.0,10.0,0.07,20608.000000000004,0.6456219095575843,0.9563234700982366,,True
NI,NI2611,-1.0,-0.052888497314927264,NI2611,-1.0,False,0.0,124930.0,1.0,0.12,14991.599999999999,-0.2659137901415747,-0.1348867806943227,,True
P,P2701,-4.0,-0.1329654987693754,P2701,-4.0,False,0.0,9828.0,10.0,0.08,31449.600000000002,-0.1013566355915911,-0.546109581713032,,True
RB,RB2701,-4.0,-0.039818775507518916,RB2701,-4.0,False,0.0,3114.0,10.0,0.07,8719.2,-0.1501400340608542,-0.04954612986973746,,True
RU,RU2701,1.0,0.04482326267946644,,0.0,False,1.0,18965.0,10.0,0.09,17068.5,0.3431554489083503,-0.043229922341898,,True
SA,SA2701,-19.0,-0.1274402136770933,SA2701,-18.0,False,-1.0,1017.0,20.0,0.08,30916.8,-0.6094279663645796,-0.6753651127557563,,True
SC,SC2611,0.0,0.04712178514849188,,0.0,False,0.0,724.0,1000.0,0.16,0.0,0.4476602104022647,0.9996398923774019,,True
SN,SN2610,0.0,0.041092137920178705,,0.0,False,0.0,410400.0,1.0,0.14,0.0,0.39022369914729427,-0.033319776879143226,,True
SR,SR2701,-8.0,-0.1466400334727537,SR2701,-8.0,False,0.0,5350.0,10.0,0.06,25680.0,-0.1845380838394093,-0.21512868182604988,,True
TA,TA2701,9.0,0.0999449126318228,TA2701,9.0,False,0.0,6274.0,5.0,0.07,19763.100000000002,0.4077758843678847,0.8185960842969622,,True
V,V2701,-8.0,-0.06258549709652454,V2701,-8.0,False,0.0,4757.0,5.0,0.07,13319.6,-0.23197575861417252,-0.6443111775139189,,True
Y,Y2701,5.0,0.1390915628960292,Y2701,5.0,False,0.0,8945.0,10.0,0.07,31307.500000000004,0.3939086163378578,0.2760678749782611,,True
