symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AG,AG2612,-0.0,-0.020735901055767683,,0.0,False,-0.0,16304.0,15.0,0.22,0.0,0.15381407147509735,-0.06297072946450383,-0.5546787376221826,True
AL,AL2611,4.0,0.15318368209779934,AL2611,2.0,False,2.0,24400.0,5.0,0.11,53680.0,0.4734488757888851,0.06445516860016494,0.19114989228892143,True
AU,AU2612,-0.0,-0.04396840543882707,,0.0,False,-0.0,951.38,1000.0,0.16,0.0,-0.009557656415318139,-0.07270865646249357,-0.5327426014483264,True
C,C2611,-27.0,-0.19739016677185448,C2611,-27.0,False,0.0,2185.0,10.0,0.07,41296.50000000001,-0.3906543491206123,-0.40615456898049973,-0.3408014099270866,True
CF,CF2701,1.0,0.028920001729099098,CF2701,2.0,False,-1.0,15750.0,5.0,0.07,5512.500000000001,-0.2833598575514119,0.1403810013760388,0.31179864124512935,True
CU,CU2610,1.0,0.20357815315799233,CU2610,1.0,False,0.0,109620.0,5.0,0.11,60291.0,0.6384457549235829,0.22089247505894086,0.6298726157660414,True
I,I2701,-2.0,-0.03674336655210532,I2701,-2.0,False,0.0,715.5,100.0,0.08,11448.0,-0.07388600368310291,0.19549409412389726,-0.46419217590502654,True
J,J2701,1.0,0.03871617501970583,J2701,1.0,False,0.0,1952.5,100.0,0.12,23430.0,-0.02664328750363877,0.15115101862595523,0.5147079008532974,True
JD,JD2611,7.0,0.08503890070115723,JD2611,5.0,False,2.0,3861.0,10.0,0.07,18918.9,0.13720961870254791,0.5218929488504602,,True
M,M2701,8.0,0.08934341075299954,M2701,11.0,False,-3.0,3397.0,10.0,0.07,19023.2,0.4487899026720511,0.9515810462754595,-0.6040350440133585,True
MA,MA2701,9.0,0.08972824791761093,MA2701,9.0,False,0.0,2952.0,10.0,0.07,18597.600000000002,0.6365520582273123,0.9752652857978921,0.4488994923317294,True
NI,NI2610,-1.0,-0.05498484385299186,NI2610,-1.0,False,0.0,124090.0,1.0,0.12,14890.8,-0.29457583305567286,-0.08696944245387404,-0.2640249333185905,True
P,P2701,-4.0,-0.13588800145915675,P2701,-4.0,False,0.0,9855.0,10.0,0.08,31536.0,-0.08131207843336317,-0.5459429577020649,-0.5901597771564013,True
RB,RB2701,-8.0,-0.08667582848313575,RB2701,-8.0,False,0.0,3096.0,10.0,0.07,17337.600000000002,-0.1543543633902872,-0.08941908572373913,-0.13240811627545454,True
RU,RU2701,0.0,0.016508969028559355,,0.0,False,0.0,18670.0,10.0,0.09,0.0,0.20318308810347152,-0.020001365836640094,-0.03369550349310258,True
SA,SA2701,-7.0,-0.044080723395181945,SA2701,-4.0,False,-3.0,1007.0,20.0,0.08,11278.4,-0.5923610592301998,-0.7425806401468537,0.6819709391789494,True
SC,SC2611,0.0,0.06441147921159829,,0.0,False,0.0,728.0,1000.0,0.16,0.0,0.4187939903150868,0.9977954025523472,0.5147079008532974,True
SN,SN2610,0.0,0.053196968286977724,,0.0,False,0.0,407490.0,1.0,0.14,0.0,0.25797594153386477,-0.053084323338898544,0.6189045476791134,True
SR,SR2701,-11.0,-0.20161652176370143,SR2701,-11.0,False,0.0,5322.0,10.0,0.06,35125.2,-0.28029517083369154,-0.2135611612919578,-0.5820989078395025,True
TA,TA2701,8.0,0.08332295476654204,TA2701,8.0,False,0.0,6238.0,5.0,0.07,17466.4,0.3252793774886586,0.7685461069678607,0.7642314498309094,True
V,V2701,-12.0,-0.09625525375778995,V2701,-8.0,False,-4.0,4703.0,5.0,0.07,19752.600000000002,-0.24178463520010868,-0.660372048476374,-0.4833862950571505,True
Y,Y2701,2.0,0.07407436543179752,Y2701,4.0,False,-2.0,8875.0,10.0,0.07,12425.000000000002,0.29225464943297963,0.2445390220039669,-0.09401987797120652,True
