symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AL,AL2611,3.0,0.1123479598527424,AL2611,3.0,False,0.0,24205.0,5.0,0.11,39938.25,0.4543612481840762,0.06497351005006932,0.008599509299478633,True
C,C2611,-28.0,-0.20221138261979665,C2611,-28.0,False,0.0,2184.0,10.0,0.07,42806.4,-0.42206218974265897,-0.4380017177839371,-0.5892974541616708,True
CF,CF2701,0.0,0.008997621859635728,,0.0,False,0.0,15820.0,5.0,0.07,0.0,-0.22325474740397694,0.1541466604288385,0.13513854918543616,True
CU,CU2610,1.0,0.22596101226681917,CU2610,1.0,False,0.0,110990.0,5.0,0.11,61044.5,0.7223095340864173,0.3285161764499807,0.6412947087292663,True
I,I2701,-4.0,-0.08402693490011086,I2701,-4.0,False,0.0,712.0,100.0,0.08,22784.0,-0.1748445811029427,0.18622202085970307,-0.7759425379934581,True
J,J2701,1.0,0.040378901328337914,J2701,1.0,False,0.0,1968.5,100.0,0.12,23622.0,-0.08875366656555196,0.2890068087669583,0.4451591969060321,True
JD,JD2611,6.0,0.07945593481235486,JD2611,6.0,False,0.0,3838.0,10.0,0.07,16119.600000000002,0.17475451117213642,0.6230510584173147,,True
MA,MA2701,10.0,0.094528419311078,MA2701,10.0,False,0.0,2833.0,10.0,0.07,19831.000000000004,0.5302810074878574,0.8835124004198859,0.25851411307424477,True
NI,NI2611,-2.0,-0.08604954596061197,NI2611,-2.0,False,0.0,125660.0,1.0,0.12,30158.399999999998,-0.19130039456903983,-0.14877099517812967,-0.4849027462557558,True
P,P2701,-1.0,-0.03042724981817251,P2701,-1.0,False,0.0,9718.0,10.0,0.08,7774.400000000001,-0.15631273979287266,-0.5679118774910312,0.5163564639262034,True
RB,RB2701,-12.0,-0.12121934501036905,RB2701,-8.0,False,-4.0,3113.0,10.0,0.07,26149.2,-0.1476297336444015,-0.07912219611545435,-0.3963254183355855,True
RU,RU2701,0.0,0.010771225206979802,,0.0,False,0.0,19455.0,10.0,0.09,0.0,0.5272757167670008,-0.030683397223010993,-0.4026523703298834,True
SC,SC2611,0.0,0.05996943176024637,,0.0,False,0.0,688.1,1000.0,0.16,0.0,0.3948158736323946,0.9992344779839689,0.33443753700581935,True
SN,SN2610,1.0,0.07123079886529193,SN2610,1.0,False,0.0,410680.0,1.0,0.14,57495.200000000004,0.3608113478968105,-0.03883764327406534,0.5780251887862876,True
TA,TA2701,10.0,0.10507755174680738,TA2701,10.0,False,0.0,6120.0,5.0,0.07,21420.000000000004,0.33693112033615724,0.8019502330956515,0.6223138527463727,True
V,V2701,-12.0,-0.09769583378047321,V2701,-12.0,False,0.0,4770.0,5.0,0.07,20034.000000000004,-0.11433192405580249,-0.6231686739584117,-0.6114417861417133,True
Y,Y2701,2.0,0.06190090152650309,Y2701,2.0,False,0.0,8922.0,10.0,0.07,12490.800000000001,0.3914345115151898,0.30972756792746964,-0.27927680644107483,True
