symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AL,AL2611,3.0,0.1123479598527424,AL2611,3.0,False,0.0,24200.0,5.0,0.11,39930.0,0.42501219796945056,0.03901122417669812,0.15797553778266726,True
C,C2611,-28.0,-0.20221138261979665,C2611,-28.0,False,0.0,2181.0,10.0,0.07,42747.600000000006,-0.44473502338793325,-0.40680458813823955,-0.4102109968309398,True
CF,CF2701,1.0,0.019674811435671027,,0.0,False,1.0,15835.0,5.0,0.07,5542.250000000001,-0.28751904728509015,0.15878380806052858,0.24320351797470832,True
CU,CU2611,1.0,0.22596101226681917,CU2610,1.0,True,1.0,110130.0,5.0,0.11,60571.5,0.6322361648121311,0.286892476984956,0.6920708803194578,True
I,I2701,-4.0,-0.08402693490011086,I2701,-4.0,False,0.0,713.5,100.0,0.08,22832.0,-0.18242418953137124,0.1960351551913211,-0.5778260245419539,True
J,J2701,1.0,0.040378901328337914,J2701,1.0,False,0.0,1974.5,100.0,0.12,23694.0,-0.06476663513226236,0.3164108472925883,0.5130921219161716,True
JD,JD2611,6.0,0.07945593481235486,JD2611,6.0,False,0.0,3865.0,10.0,0.07,16233.000000000002,0.18166402254020655,0.6376468385848868,,True
MA,MA2701,10.0,0.094528419311078,MA2701,10.0,False,0.0,2960.0,10.0,0.07,20720.000000000004,0.6996712029008404,0.9435261103173053,0.34547709420515754,True
NI,NI2611,-2.0,-0.08604954596061197,NI2611,-2.0,False,0.0,125320.0,1.0,0.12,30076.8,-0.2373642414806374,-0.13937889985479787,-0.31361928594662664,True
P,P2701,-5.0,-0.17615037163239777,P2701,-1.0,False,-4.0,9806.0,10.0,0.08,39224.0,-0.031221597508596103,-0.5825525115447886,-0.6650734628991878,True
RB,RB2701,-12.0,-0.12121934501036905,RB2701,-12.0,False,0.0,3118.0,10.0,0.07,26191.2,-0.139687169405063,-0.059339047140927116,-0.3761198047541233,True
RU,RU2701,0.0,0.016068972163649328,,0.0,False,0.0,19600.0,10.0,0.09,0.0,0.5440674718238034,-0.015247560710593995,-0.3818016701002594,True
SC,SC2611,0.0,0.05996943176024637,,0.0,False,0.0,743.5,1000.0,0.16,0.0,0.5396526688058246,0.999449966029796,0.41365947835879047,True
SN,SN2611,1.0,0.07123079886529193,SN2610,1.0,True,1.0,412790.0,1.0,0.14,57790.600000000006,0.3489237439112704,-0.07721583678667725,0.6522978228965054,True
TA,TA2701,10.0,0.10507755174680738,TA2701,10.0,False,0.0,6340.0,5.0,0.07,22190.000000000004,0.4980990611087325,0.8539658180730567,0.6522978228965054,True
V,V2701,-12.0,-0.09769583378047321,V2701,-12.0,False,0.0,4798.0,5.0,0.07,20151.600000000002,-0.04794165041345032,-0.6155424219759948,-0.4215747275232119,True
Y,Y2701,2.0,0.045202424088686695,Y2701,2.0,False,0.0,8962.0,10.0,0.07,12546.800000000001,0.45969923113675554,0.306855007511874,-0.5238483037536611,True
