symbol,target_contract,target_lots,target_exposure,held_contract,held_lots,roll_required,delta_lots,ref_close,multiplier,margin_rate,est_margin_cny,signal_tsmom,signal_carry,signal_receipts_level,eligible
AL,AL2610,1.0,0.051899919562710464,,0.0,False,1.0,24180.0,5.0,0.11,13299.0,0.1580000151624849,-0.011790078011414138,0.1689378429004802,True
C,C2611,-27.0,-0.20221138261979585,,0.0,False,-27.0,2216.0,10.0,0.07,41882.4,-0.19803867601292555,-0.35766007638304775,-0.45999026362116596,True
CF,CF2701,2.0,0.056611961145706595,,0.0,False,2.0,16040.0,5.0,0.07,11228.000000000002,-0.19012364039088434,0.15912510259967608,0.30869964434973496,True
CU,CU2610,1.0,0.14689649599128865,,0.0,False,1.0,107740.0,5.0,0.11,59257.0,0.41325542253896586,0.1837619364180977,0.4611670641125582,True
I,I2701,-2.0,-0.0487010961057128,,0.0,False,-2.0,709.0,100.0,0.08,11344.0,-0.15899020840379605,0.20749694554492953,-0.6664565612166561,True
J,J2701,1.0,0.05457144769424543,,0.0,False,1.0,2062.0,100.0,0.12,24744.0,0.1876857105089149,0.29680514686392895,0.4992839190532641,True
JD,JD2611,4.0,0.05388363011824304,,0.0,False,4.0,3798.0,10.0,0.07,10634.400000000001,0.03268826123208533,0.4960555735045773,,True
MA,MA2701,9.0,0.09452841931107783,,0.0,False,9.0,3052.0,10.0,0.07,19227.600000000002,0.7799334335775416,0.980309773948526,0.2832884077225977,True
NI,NI2610,-2.0,-0.08604954596061136,,0.0,False,-2.0,122040.0,1.0,0.12,29289.6,-0.4642869103913331,-0.09304041940762521,-0.35199250795583276,True
P,P2701,-3.0,-0.11617620093012464,,0.0,False,-3.0,10095.0,10.0,0.08,24228.0,0.12441837960606444,-0.5567208949073964,-0.7298698429804608,True
RB,RB2701,-12.0,-0.12655819571597968,,0.0,False,-12.0,3126.0,10.0,0.07,26258.4,-0.0690503918979766,-0.09831721549763875,-0.479048691091519,True
RU,RU2701,0.0,0.017669348947629098,,0.0,False,0.0,18875.0,10.0,0.09,0.0,0.27171579492103004,-0.019784476732035233,-0.07882171421410773,True
SC,SC2610,0.0,0.05996943176024625,,0.0,False,0.0,892.8,1000.0,0.16,0.0,0.6704212586322561,0.9998750111636724,0.5628120106211071,True
SN,SN2610,0.0,0.04728687975168148,,0.0,False,0.0,398430.0,1.0,0.14,0.0,0.056568999289576954,-0.04430985325572094,0.5691648197778914,True
TA,TA2701,10.0,0.1050775517468071,,0.0,False,10.0,6556.0,5.0,0.07,22946.000000000004,0.443721556654863,0.9556446862999082,0.6930445983351853,True
V,V2701,-12.0,-0.09769583378047304,,0.0,False,-12.0,4887.0,5.0,0.07,20525.4,-0.15456369702938166,-0.6361055404918355,-0.6251633016975581,True
Y,Y2701,4.0,0.1208373167737171,,0.0,False,4.0,9036.0,10.0,0.07,25300.800000000003,0.5241459345588849,0.2608239302366863,-0.15505542409551928,True
